#####################################################################
# Alchemist log file - simulation started at: 2025-02-21T10:51+0000 #
#####################################################################
#
# seed = 8, nodes = 100, isBaseline = false, deploymentStrategy = heuristic, pueApplication = 1.2, pueInfrastructural = 1.3, availableHwApplication = 60, availableHwInfrastructural = 700, freeHwInfrastructural = 700
#
# The columns have the following meaning: 
# time Carbon[mean] Energy[mean] InterLatency[min] InterLatency[max] InterLatency[mean] InterLatency[variance] IntraLatency[min] IntraLatency[max] IntraLatency[mean] IntraLatency[variance] ExecutionTime[mean] renewablePercentage[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.004471122578516851 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.0044711225785168 NaN NaN 9.282236378620834 17.647401412367156 13.117368011249772 2.263814235248981 0.0 0.0 0.0 0.0 NaN 0.4748502388968253
2.0044711225785177 NaN NaN 9.282236378620834 17.647401412367156 13.117368011249772 2.263814235248981 0.0 0.0 0.0 0.0 NaN 0.4748502388968253
3.0044711225785186 NaN NaN 9.042995039183461 17.301066227131273 13.107240063252108 2.6115492667059734 0.0 0.0 0.0 0.0 NaN 0.4854445678094359
4.0044711225785194 NaN NaN 9.042995039183461 17.301066227131273 13.107240063252108 2.6115492667059734 0.0 0.0 0.0 0.0 NaN 0.4854445678094359
5.004471122578516 NaN NaN 9.082611271901088 17.053052146049435 13.090244515611495 2.3217859386140343 0.0 0.0 0.0 0.0 NaN 0.48806532174357903
6.004471122578512 NaN NaN 9.082611271901088 17.053052146049435 13.090244515611495 2.3217859386140343 0.0 0.0 0.0 0.0 NaN 0.48806532174357903
7.004471122578509 NaN NaN 9.225854590872085 15.864042145631622 13.03473517387542 2.325159971844339 0.0 0.0 0.0 0.0 NaN 0.5042148350901504
8.004471122578506 NaN NaN 9.225854590872085 15.864042145631622 13.03473517387542 2.325159971844339 0.0 0.0 0.0 0.0 NaN 0.5042148350901504
9.004471122578503 NaN NaN 9.025281769963092 15.961628747937116 13.05862060246111 2.2484968691549003 0.0 0.0 0.0 0.0 NaN 0.5075942927144481
10.004471122578499 NaN NaN 9.025281769963092 15.961628747937116 13.05862060246111 2.2484968691549003 0.0 0.0 0.0 0.0 NaN 0.5075942927144481
11.004471122578495 NaN NaN 9.479907612261945 16.09717734956557 13.078386029905744 2.2416295234521084 0.0 0.0 0.0 0.0 NaN 0.5147009006207548
12.004471122578492 NaN NaN 9.479907612261945 16.09717734956557 13.078386029905744 2.2416295234521084 0.0 0.0 0.0 0.0 NaN 0.5147009006207548
13.004471122578488 NaN NaN 9.438978598424956 15.621301658941942 13.04268389637426 2.19840847274532 0.0 0.0 0.0 0.0 NaN 0.523806242105083
14.004471122578485 NaN NaN 9.438978598424956 15.621301658941942 13.04268389637426 2.19840847274532 0.0 0.0 0.0 0.0 NaN 0.523806242105083
15.004471122578481 NaN NaN 9.259077746920134 15.589547009129195 12.998127551380454 2.219356377949595 0.0 0.0 0.0 0.0 NaN 0.5294536591989285
16.00447112257848 NaN NaN 9.259077746920134 15.589547009129195 12.998127551380454 2.219356377949595 0.0 0.0 0.0 0.0 NaN 0.5294536591989285
17.004471122578494 NaN NaN 9.190221281205012 15.784591234396071 13.015366769623885 2.1057122856017556 0.0 0.0 0.0 0.0 NaN 0.537697085052799
18.004471122578508 NaN NaN 9.190221281205012 15.784591234396071 13.015366769623885 2.1057122856017556 0.0 0.0 0.0 0.0 NaN 0.537697085052799
19.004471122578522 NaN NaN 9.139219694196271 15.881180437335122 12.886685468455113 2.233991074086943 0.0 0.0 0.0 0.0 NaN 0.5464034712137508
20.004471122578536 NaN NaN 9.139219694196271 15.881180437335122 12.886685468455113 2.233991074086943 0.0 0.0 0.0 0.0 NaN 0.5464034712137508
21.00447112257855 NaN NaN 9.253688820424417 16.15975922612632 12.93053486981855 2.242496712685624 0.0 0.0 0.0 0.0 NaN 0.5509973784706698
22.004471122578565 NaN NaN 9.253688820424417 16.15975922612632 12.93053486981855 2.242496712685624 0.0 0.0 0.0 0.0 NaN 0.5509973784706698
23.00447112257858 NaN NaN 8.874400001004215 15.45447976262222 12.955513107452024 2.405060267018115 0.0 0.0 0.0 0.0 NaN 0.5552819957661269
24.004471122578593 NaN NaN 8.874400001004215 15.45447976262222 12.955513107452024 2.405060267018115 0.0 0.0 0.0 0.0 NaN 0.5552819957661269
25.004471122578607 NaN NaN 9.353305372534242 16.141424211879634 12.9998110396 2.5192247347185663 0.0 0.0 0.0 0.0 NaN 0.5666353386235158
26.00447112257862 NaN NaN 9.353305372534242 16.141424211879634 12.9998110396 2.5192247347185663 0.0 0.0 0.0 0.0 NaN 0.5666353386235158
27.004471122578636 NaN NaN 9.515469078954037 16.323900709619654 12.999322449900761 2.30574547863299 0.0 0.0 0.0 0.0 NaN 0.5727744583731303
28.00447112257865 NaN NaN 9.515469078954037 16.323900709619654 12.999322449900761 2.30574547863299 0.0 0.0 0.0 0.0 NaN 0.5727744583731303
29.004471122578664 NaN NaN 9.439063883060042 15.84671624245567 13.000349577511104 2.331624797744125 0.0 0.0 0.0 0.0 NaN 0.5772290376665463
30.00447112257868 NaN NaN 9.439063883060042 15.84671624245567 13.000349577511104 2.331624797744125 0.0 0.0 0.0 0.0 NaN 0.5772290376665463
31.004471122578693 NaN NaN 9.89437389744475 16.060458026061116 13.098271082664711 2.371444512028467 0.0 0.0 0.0 0.0 NaN 0.5824898515099538
32.00447112257871 NaN NaN 9.89437389744475 16.060458026061116 13.098271082664711 2.371444512028467 0.0 0.0 0.0 0.0 NaN 0.5824898515099538
33.00447112257872 NaN NaN 9.235494985843273 16.199419090254086 13.02220509211946 2.1602726943151978 0.0 0.0 0.0 0.0 NaN 0.5869525905995594
34.004471122578735 NaN NaN 9.235494985843273 16.199419090254086 13.02220509211946 2.1602726943151978 0.0 0.0 0.0 0.0 NaN 0.5869525905995594
35.00447112257875 NaN NaN 9.235726541933278 16.32162590197833 13.20345541722016 2.1713374375730004 0.0 0.0 0.0 0.0 NaN 0.5925111887795846
