#####################################################################
# Alchemist log file - simulation started at: 2025-02-21T10:43+0000 #
#####################################################################
#
# seed = 4, nodes = 75, isBaseline = false, deploymentStrategy = cloud, pueApplication = 1.2, pueInfrastructural = 1.3, availableHwApplication = 60, availableHwInfrastructural = 525, freeHwInfrastructural = 525
#
# The columns have the following meaning: 
# time Carbon[mean] Energy[mean] InterLatency[min] InterLatency[max] InterLatency[mean] InterLatency[variance] IntraLatency[min] IntraLatency[max] IntraLatency[mean] IntraLatency[variance] ExecutionTime[mean] renewablePercentage[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
4.819367455573431E-4 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
1.0004819367455573 0.14950000000000002 0.26 NaN NaN NaN NaN NaN NaN NaN NaN 1.71822583E8 0.4696945313261983
2.000481936745558 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.14594884749458 206.8906532155259 158.12186619150145 550.8939121192994 1.71822583E8 0.4696945313261983
3.000481936745559 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.14594884749458 206.8906532155259 158.12186619150145 550.8939121192994 1.71822583E8 0.47660442081832455
4.00048193674556 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.43689284922765 206.284795249099 158.18567136765648 547.9647625506409 1.71822583E8 0.47660442081832455
5.000481936745556 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.43689284922765 206.284795249099 158.18567136765648 547.9647625506409 1.71822583E8 0.48810382369483785
6.000481936745553 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.92116408717672 206.45720387050727 158.1269443186973 540.7609275042444 1.71822583E8 0.48810382369483785
7.000481936745549 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.92116408717672 206.45720387050727 158.1269443186973 540.7609275042444 1.71822583E8 0.4929287392299261
8.000481936745546 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.82428185637346 206.64985447871996 158.0428032954326 543.8924155067101 1.71822583E8 0.4929287392299261
9.000481936745542 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.82428185637346 206.64985447871996 158.0428032954326 543.8924155067101 1.71822583E8 0.5039049709194379
10.000481936745539 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.18854144250943 206.85540786009804 158.08398141642388 541.7084365719973 1.71822583E8 0.5039049709194379
11.000481936745535 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.18854144250943 206.85540786009804 158.08398141642388 541.7084365719973 1.71822583E8 0.5104787796345164
12.000481936745532 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.89153049064801 207.31793368192265 158.08367498705013 544.8511546247549 1.71822583E8 0.5104787796345164
13.000481936745528 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.89153049064801 207.31793368192265 158.08367498705013 544.8511546247549 1.71822583E8 0.517586225448332
14.000481936745524 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.65595288555343 207.6286042706225 157.98270676726113 536.8150224389193 1.71822583E8 0.517586225448332
15.00048193674552 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.65595288555343 207.6286042706225 157.98270676726113 536.8150224389193 1.71822583E8 0.5283193588445471
16.00048193674552 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.26446066670898 208.30144635751057 157.96830490063232 536.4958411434706 1.71822583E8 0.5283193588445471
17.000481936745533 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.26446066670898 208.30144635751057 157.96830490063232 536.4958411434706 1.71822583E8 0.53201384501468
18.000481936745548 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.52495341912777 206.95912742147343 157.96588020513877 535.5308090328768 1.71822583E8 0.53201384501468
19.00048193674556 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.52495341912777 206.95912742147343 157.96588020513877 535.5308090328768 1.71822583E8 0.5379277517148753
20.000481936745576 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.56751218994971 206.74281246462738 157.9833920748726 541.9828363172677 1.71822583E8 0.5379277517148753
21.00048193674559 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.56751218994971 206.74281246462738 157.9833920748726 541.9828363172677 1.71822583E8 0.5459979397025705
22.000481936745604 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.45041311547729 205.56861104916212 157.87196734161984 544.6039983134316 1.71822583E8 0.5459979397025705
23.00048193674562 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.45041311547729 205.56861104916212 157.87196734161984 544.6039983134316 1.71822583E8 0.558591217907362
24.000481936745633 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.04036076131956 205.36028124475425 157.96051907367104 540.4220786205406 1.71822583E8 0.558591217907362
25.000481936745647 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.04036076131956 205.36028124475425 157.96051907367104 540.4220786205406 1.71822583E8 0.5588997144719996
26.00048193674566 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.35943966870397 205.92296221971304 158.0097409023202 544.4798954395033 1.71822583E8 0.5588997144719996
27.000481936745675 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.35943966870397 205.92296221971304 158.0097409023202 544.4798954395033 1.71822583E8 0.5664189294806481
28.00048193674569 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.66727769246594 205.81143144710774 157.95094254203596 544.091327303128 1.71822583E8 0.5664189294806481
29.000481936745704 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.66727769246594 205.81143144710774 157.95094254203596 544.091327303128 1.71822583E8 0.5692899744619915
30.000481936745718 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.74218519618303 206.22435478213595 157.92249857720242 539.4442364008825 1.71822583E8 0.5692899744619915
31.000481936745732 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.74218519618303 206.22435478213595 157.92249857720242 539.4442364008825 1.71822583E8 0.5742941712565619
32.00048193674574 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.52640773159011 206.14335199879164 157.9672156094038 536.2464733375524 1.71822583E8 0.5742941712565619
33.00048193674576 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.52640773159011 206.14335199879164 157.9672156094038 536.2464733375524 1.71822583E8 0.5823548467660151
34.00048193674577 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.79960031413512 206.07421932036522 158.02324985638668 535.7101745060406 1.71822583E8 0.5823548467660151
35.000481936745786 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.79960031413512 206.07421932036522 158.02324985638668 535.7101745060406 1.71822583E8 0.5862319149171816
36.0004819367458 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.54402649518424 205.9844058264884 158.00413124636407 535.876930250842 1.71822583E8 0.5862319149171816
37.000481936745814 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.54402649518424 205.9844058264884 158.00413124636407 535.876930250842 1.71822583E8 0.5900726122431472
38.00048193674583 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.57551876070237 204.57588179970293 158.0489319778806 540.7445472071556 1.71822583E8 0.5900726122431472
39.00048193674584 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 111.57551876070237 204.57588179970293 158.0489319778806 540.7445472071556 1.71822583E8 0.5948620262430044
40.00048193674586 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.32955707518573 204.923673290964 157.93686600599312 537.0767600533208 1.71822583E8 0.5948620262430044
41.00048193674587 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.32955707518573 204.923673290964 157.93686600599312 537.0767600533208 1.71822583E8 0.6010918540928561
42.000481936745885 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.53965600940985 205.2779336850799 158.0823601676854 539.313552018592 1.71822583E8 0.6010918540928561
43.0004819367459 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.53965600940985 205.2779336850799 158.0823601676854 539.313552018592 1.71822583E8 0.609338567519106
44.00048193674591 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 113.06206586872997 204.89605093380305 157.9180946179818 536.4298634755258 1.71822583E8 0.609338567519106
45.00048193674593 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 113.06206586872997 204.89605093380305 157.9180946179818 536.4298634755258 1.71822583E8 0.6117880013003248
46.00048193674594 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.03381713407423 204.29690591032082 157.99542312647475 537.3246542671717 1.71822583E8 0.6117880013003248
47.000481936745956 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 112.03381713407423 204.29690591032082 157.99542312647475 537.3246542671717 1.71822583E8 0.6136961034173519
48.00048193674597 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.9876290477711 204.67213977080957 158.01213150119438 545.5562921767773 1.71822583E8 0.6136961034173519
49.000481936745985 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 110.9876290477711 204.67213977080957 158.01213150119438 545.5562921767773 1.71822583E8 0.6153398745696678
50.000481936746 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.93561664131799 205.06555636834213 158.04721529760945 545.1716735022341 1.71822583E8 0.6153398745696678
51.00048193674601 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.93561664131799 205.06555636834213 158.04721529760945 545.1716735022341 1.71822583E8 0.6193418201385906
52.00048193674603 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.34806468164206 204.63876433968505 157.98194757443932 538.0114240201239 1.71822583E8 0.6193418201385906
53.00048193674604 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.34806468164206 204.63876433968505 157.98194757443932 538.0114240201239 1.71822583E8 0.6229799823947447
54.000481936746056 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.42936828537869 205.95437995525148 158.03117454212295 536.8669084802075 1.71822583E8 0.6229799823947447
55.00048193674607 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.42936828537869 205.95437995525148 158.03117454212295 536.8669084802075 1.71822583E8 0.6254728550005303
56.000481936746084 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.06397538197928 205.4341866637252 158.13850884870283 531.6981388609254 1.71822583E8 0.6254728550005303
57.0004819367461 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.06397538197928 205.4341866637252 158.13850884870283 531.6981388609254 1.71822583E8 0.6273377555500393
58.00048193674611 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 108.96775649094026 204.89088021827416 158.26588924438494 534.2257274308466 1.71822583E8 0.6273377555500393
59.00048193674613 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 108.96775649094026 204.89088021827416 158.26588924438494 534.2257274308466 5.1686479E7 0.62949534845896
60.00048193674614 0.14950000000000002 0.26 0.0 0.0 0.0 0.0 109.92921545204129 205.60624702072315 158.25985227312538 533.1555628696915 5.1686479E7 0.62949534845896
